date,away_team,away_pts,home_team,home_pts,home_win,season
,Charlotte Hornets,115,Denver Nuggets,107,0,2022
,Oklahoma City Thunder,101,Phoenix Suns,113,1,2022
,Minnesota Timberwolves,116,Utah Jazz,128,1,2022
,Memphis Grizzlies,104,Golden State Warriors,113,1,2022
,San Antonio Spurs,138,Los Angeles Lakers,110,0,2022
,Atlanta Hawks,87,New York Knicks,101,1,2022
,Boston Celtics,113,Milwaukee Bucks,117,1,2022
,Golden State Warriors,116,Phoenix Suns,107,0,2022
,Brooklyn Nets,122,Los Angeles Lakers,115,0,2022
,Dallas Mavericks,116,Utah Jazz,120,1,2022
,Orlando Magic,83,Miami Heat,93,1,2022
,Toronto Raptors,99,Cleveland Cavaliers,144,1,2022
,Memphis Grizzlies,127,Sacramento Kings,102,0,2022
,Philadelphia 76ers,117,Washington Wizards,96,0,2022
,New Orleans Pelicans,112,Oklahoma City Thunder,117,1,2022
,Detroit Pistons,109,San Antonio Spurs,144,1,2022
,Indiana Pacers,105,Chicago Bulls,113,1,2022
,Denver Nuggets,103,Los Angeles Clippers,100,0,2022
,Houston Rockets,99,Charlotte Hornets,123,1,2022
,Chicago Bulls,130,Atlanta Hawks,118,0,2022
,Boston Celtics,103,Minnesota Timberwolves,108,1,2022
,Utah Jazz,110,San Antonio Spurs,104,0,2022
,Memphis Grizzlies,114,Phoenix Suns,113,0,2022
,Dallas Mavericks,132,Portland Trail Blazers,117,0,2022
,Brooklyn Nets,124,Los Angeles Clippers,108,0,2022
,Milwaukee Bucks,127,Orlando Magic,110,0,2022
,Washington Wizards,112,Miami Heat,119,1,2022
,Philadelphia 76ers,114,Toronto Raptors,109,0,2022
,Los Angeles Lakers,132,Houston Rockets,123,0,2022
,New York Knicks,96,Minnesota Timberwolves,88,0,2022
,Cleveland Cavaliers,104,New Orleans Pelicans,108,1,2022
,Denver Nuggets,89,Golden State Warriors,86,0,2022
,Oklahoma City Thunder,111,Sacramento Kings,117,1,2022
,New York Knicks,94,Detroit Pistons,85,0,2022
,Charlotte Hornets,116,Indiana Pacers,108,0,2022
,Los Angeles Clippers,91,Boston Celtics,82,0,2022
,Atlanta Hawks,117,Chicago Bulls,131,1,2022
,Los Angeles Lakers,99,Memphis Grizzlies,104,1,2022
,Oklahoma City Thunder,97,Phoenix Suns,115,1,2022
,Utah Jazz,120,Portland Trail Blazers,105,0,2022
,Dallas Mavericks,94,Sacramento Kings,95,1,2022
,Philadelphia 76ers,110,Brooklyn Nets,102,0,2022
,Milwaukee Bucks,136,Orlando Magic,118,0,2022
,Cleveland Cavaliers,93,Washington Wizards,110,1,2022
,Phoenix Suns,108,Boston Celtics,123,1,2022
,Chicago Bulls,108,Indiana Pacers,106,0,2022
,Dallas Mavericks,112,Sacramento Kings,96,0,2022
,Miami Heat,120,Houston Rockets,110,0,2022
,Atlanta Hawks,121,Cleveland Cavaliers,118,0,2022
,Los Angeles Clippers,108,Toronto Raptors,116,1,2022
,San Antonio Spurs,105,Memphis Grizzlies,118,1,2022
,New York Knicks,80,Oklahoma City Thunder,95,1,2022
,Minnesota Timberwolves,108,Utah Jazz,120,1,2022
,Portland Trail Blazers,106,Los Angeles Lakers,139,1,2022
,New Orleans Pelicans,113,Milwaukee Bucks,136,1,2022
,San Antonio Spurs,116,Detroit Pistons,117,1,2022
,Chicago Bulls,120,Washington Wizards,119,0,2022
,Los Angeles Clippers,120,Brooklyn Nets,116,0,2022
,Denver Nuggets,124,Houston Rockets,111,0,2022
,Golden State Warriors,123,Utah Jazz,116,0,2022
,New York Knicks,105,Toronto Raptors,120,1,2022
,Orlando Magic,111,Boston Celtics,116,1,2022
,Indiana Pacers,104,Cleveland Cavaliers,108,1,2022
,Miami Heat,113,Sacramento Kings,115,1,2022
,Phoenix Suns,133,Charlotte Hornets,99,0,2022
,Dallas Mavericks,95,Oklahoma City Thunder,86,0,2022
,Minnesota Timberwolves,103,Los Angeles Lakers,108,1,2022
,Houston Rockets,113,Philadelphia 76ers,133,1,2022
,Charlotte Hornets,121,Washington Wizards,124,1,2022
,Memphis Grizzlies,118,Brooklyn Nets,104,0,2022
,Orlando Magic,98,Chicago Bulls,102,1,2022
,Detroit Pistons,115,Milwaukee Bucks,106,0,2022
,Utah Jazz,115,New Orleans Pelicans,104,0,2022
,Denver Nuggets,89,Dallas Mavericks,103,1,2022
,Miami Heat,108,Golden State Warriors,115,1,2022
,Atlanta Hawks,131,Portland Trail Blazers,136,1,2022
,Minnesota Timberwolves,122,Los Angeles Clippers,104,0,2022
,Memphis Grizzlies,110,Cleveland Cavaliers,106,0,2022
,San Antonio Spurs,104,Toronto Raptors,129,1,2022
,Indiana Pacers,94,New York Knicks,104,1,2022
,Phoenix Suns,123,New Orleans Pelicans,110,0,2022
,Sacramento Kings,114,Los Angeles Lakers,122,1,2022
,Detroit Pistons,111,Charlotte Hornets,140,1,2022
,Philadelphia 76ers,116,Orlando Magic,106,0,2022
,Houston Rockets,114,Washington Wizards,111,0,2022
,San Antonio Spurs,99,Boston Celtics,97,0,2022
,Golden State Warriors,82,Dallas Mavericks,99,1,2022
,Brooklyn Nets,129,Indiana Pacers,121,0,2022
,Toronto Raptors,117,Milwaukee Bucks,111,0,2022
,Oklahoma City Thunder,90,Minnesota Timberwolves,98,1,2022
,Utah Jazz,115,Denver Nuggets,109,0,2022
,Miami Heat,115,Portland Trail Blazers,109,0,2022
,Atlanta Hawks,108,Sacramento Kings,102,0,2022
,Boston Celtics,105,New York Knicks,108,1,2022
,Detroit Pistons,88,Memphis Grizzlies,118,1,2022
,Golden State Warriors,96,New Orleans Pelicans,101,1,2022
,Los Angeles Clippers,89,Phoenix Suns,106,1,2022
,San Antonio Spurs,100,Philadelphia 76ers,119,1,2022
,Milwaukee Bucks,121,Brooklyn Nets,109,0,2022
,Utah Jazz,108,Toronto Raptors,122,1,2022
,Washington Wizards,122,Chicago Bulls,130,1,2022
,Dallas Mavericks,130,Houston Rockets,106,0,2022
,Minnesota Timberwolves,135,Oklahoma City Thunder,105,0,2022
,Sacramento Kings,111,Denver Nuggets,121,1,2022
,Atlanta Hawks,118,Los Angeles Lakers,134,1,2022
,Cleveland Cavaliers,114,Portland Trail Blazers,101,0,2022
,Memphis Grizzlies,123,Los Angeles Clippers,108,0,2022
,Milwaukee Bucks,106,Charlotte Hornets,114,1,2022
,Orlando Magic,92,Detroit Pistons,97,1,2022
,Utah Jazz,113,Indiana Pacers,125,1,2022
,New York Knicks,75,Boston Celtics,99,1,2022
,Miami Heat,123,Phoenix Suns,100,0,2022
,San Antonio Spurs,119,Brooklyn Nets,121,1,2022
,Atlanta Hawks,93,Los Angeles Clippers,106,1,2022
,Washington Wizards,102,Orlando Magic,100,0,2022
,New Orleans Pelicans,101,Toronto Raptors,105,1,2022
,Minnesota Timberwolves,141,Houston Rockets,123,0,2022
,Denver Nuggets,99,Oklahoma City Thunder,95,0,2022
,Chicago Bulls,99,Dallas Mavericks,113,1,2022
,Cleveland Cavaliers,82,Golden State Warriors,96,1,2022
,Sacramento Kings,88,Portland Trail Blazers,103,1,2022
,Memphis Grizzlies,127,Los Angeles Lakers,119,0,2022
,Milwaukee Bucks,99,Charlotte Hornets,103,1,2022
,Utah Jazz,116,Detroit Pistons,126,1,2022
,Indiana Pacers,98,Boston Celtics,101,1,2022
,San Antonio Spurs,96,New York Knicks,111,1,2022
,Philadelphia 76ers,111,Houston Rockets,91,0,2022
,Brooklyn Nets,108,Portland Trail Blazers,114,1,2022
,Cleveland Cavaliers,109,Sacramento Kings,108,0,2022
,Oklahoma City Thunder,118,Washington Wizards,122,1,2022
,Phoenix Suns,99,Toronto Raptors,95,0,2022
,Detroit Pistons,87,Chicago Bulls,133,1,2022
,Golden State Warriors,108,Memphis Grizzlies,116,1,2022
,Minnesota Timberwolves,125,New Orleans Pelicans,128,1,2022
,Denver Nuggets,85,Los Angeles Clippers,87,1,2022
,Boston Celtics,119,Indiana Pacers,100,0,2022
,Charlotte Hornets,109,Philadelphia 76ers,98,0,2022
,Orlando Magic,106,Washington Wizards,112,1,2022
,Miami Heat,115,Atlanta Hawks,91,0,2022
,Dallas Mavericks,85,New York Knicks,108,1,2022
,Houston Rockets,128,San Antonio Spurs,124,0,2022
,Cleveland Cavaliers,111,Utah Jazz,91,0,2022
,Brooklyn Nets,138,Chicago Bulls,112,0,2022
,Los Angeles Lakers,116,Sacramento Kings,125,1,2022
,Golden State Warriors,99,Milwaukee Bucks,118,1,2022
,Minnesota Timberwolves,108,Memphis Grizzlies,116,1,2022
,Los Angeles Clippers,89,New Orleans Pelicans,113,1,2022
,Oklahoma City Thunder,130,Brooklyn Nets,109,0,2022
,Portland Trail Blazers,108,Denver Nuggets,140,1,2022
,Orlando Magic,116,Charlotte Hornets,109,0,2022
,Toronto Raptors,87,Detroit Pistons,103,1,2022
,Phoenix Suns,112,Indiana Pacers,94,0,2022
,Boston Celtics,99,Philadelphia 76ers,111,1,2022
,Golden State Warriors,138,Chicago Bulls,96,0,2022
,Atlanta Hawks,118,Miami Heat,124,1,2022
,Cleveland Cavaliers,114,San Antonio Spurs,109,0,2022
,Dallas Mavericks,112,Memphis Grizzlies,85,0,2022
,Houston Rockets,114,Sacramento Kings,126,1,2022
,Toronto Raptors,103,Milwaukee Bucks,96,0,2022
,Portland Trail Blazers,115,Washington Wizards,110,0,2022
,New York Knicks,117,Atlanta Hawks,108,0,2022
,New Orleans Pelicans,105,Brooklyn Nets,120,1,2022
,Philadelphia 76ers,109,Miami Heat,98,0,2022
,Cleveland Cavaliers,107,Oklahoma City Thunder,102,0,2022
,Chicago Bulls,112,Boston Celtics,114,1,2022
,Los Angeles Clippers,94,San Antonio Spurs,101,1,2022
,Los Angeles Lakers,96,Denver Nuggets,133,1,2022
,Orlando Magic,92,Dallas Mavericks,108,1,2022
,Phoenix Suns,135,Detroit Pistons,108,0,2022
,Houston Rockets,118,Sacramento Kings,112,0,2022
,Utah Jazz,125,Denver Nuggets,102,0,2022
,Golden State Warriors,99,Minnesota Timberwolves,119,1,2022
,New Orleans Pelicans,92,Boston Celtics,104,1,2022
,Charlotte Hornets,97,New York Knicks,87,0,2022
,Philadelphia 76ers,98,Washington Wizards,117,1,2022
,Brooklyn Nets,107,Cleveland Cavaliers,114,1,2022
,Indiana Pacers,133,Los Angeles Clippers,139,1,2022
,Chicago Bulls,106,Memphis Grizzlies,119,1,2022
,Milwaukee Bucks,114,Atlanta Hawks,121,1,2022
,Portland Trail Blazers,98,Orlando Magic,88,0,2022
,Toronto Raptors,99,Miami Heat,104,1,2022
,Oklahoma City Thunder,102,Dallas Mavericks,104,1,2022
,Phoenix Suns,121,San Antonio Spurs,107,0,2022
,Utah Jazz,95,Los Angeles Lakers,101,1,2022
,Minnesota Timberwolves,112,New York Knicks,110,0,2022
,Detroit Pistons,86,Golden State Warriors,102,1,2022
,Orlando Magic,110,Philadelphia 76ers,123,1,2022
,Brooklyn Nets,119,Washington Wizards,118,0,2022
,Minnesota Timberwolves,122,Atlanta Hawks,134,1,2022
,Charlotte Hornets,111,Boston Celtics,102,0,2022
,Portland Trail Blazers,92,Miami Heat,104,1,2022
,Cleveland Cavaliers,104,Chicago Bulls,117,1,2022
,Memphis Grizzlies,114,Milwaukee Bucks,126,1,2022
,Toronto Raptors,98,Dallas Mavericks,102,1,2022
,Oklahoma City Thunder,96,San Antonio Spurs,118,1,2022
,Houston Rockets,116,Utah Jazz,111,0,2022
,Los Angeles Clippers,128,Denver Nuggets,130,1,2022
,Detroit Pistons,133,Sacramento Kings,131,0,2022
,Indiana Pacers,111,Los Angeles Lakers,104,0,2022
,Phoenix Suns,109,Dallas Mavericks,101,0,2022
,New Orleans Pelicans,102,New York Knicks,91,0,2022
,Indiana Pacers,121,Golden State Warriors,117,0,2022
,Oklahoma City Thunder,98,Charlotte Hornets,121,1,2022
,Los Angeles Lakers,116,Orlando Magic,105,0,2022
,Los Angeles Clippers,102,Philadelphia 76ers,101,0,2022
,Miami Heat,108,Atlanta Hawks,110,1,2022
,Portland Trail Blazers,109,Boston Celtics,105,0,2022
,Chicago Bulls,90,Milwaukee Bucks,94,1,2022
,Toronto Raptors,109,Washington Wizards,105,0,2022
,Brooklyn Nets,117,San Antonio Spurs,102,0,2022
,Memphis Grizzlies,122,Denver Nuggets,118,0,2022
,Detroit Pistons,101,Utah Jazz,111,1,2022
,Houston Rockets,103,Golden State Warriors,105,1,2022
,Sacramento Kings,127,Milwaukee Bucks,133,1,2022
,Oklahoma City Thunder,87,Cleveland Cavaliers,94,1,2022
,Indiana Pacers,103,Phoenix Suns,113,1,2022
,Los Angeles Clippers,102,New York Knicks,110,1,2022
,Boston Celtics,116,Washington Wizards,87,0,2022
,Los Angeles Lakers,107,Miami Heat,113,1,2022
,Chicago Bulls,95,Orlando Magic,114,1,2022
,Portland Trail Blazers,114,Toronto Raptors,105,0,2022
,Atlanta Hawks,113,Charlotte Hornets,91,0,2022
,Philadelphia 76ers,115,San Antonio Spurs,109,0,2022
,Memphis Grizzlies,91,Dallas Mavericks,104,1,2022
,Detroit Pistons,111,Denver Nuggets,117,1,2022
,Brooklyn Nets,125,Minnesota Timberwolves,136,1,2022
,Utah Jazz,92,Golden State Warriors,94,1,2022
,New York Knicks,93,Cleveland Cavaliers,95,1,2022
,Indiana Pacers,113,New Orleans Pelicans,117,1,2022
,Chicago Bulls,111,Oklahoma City Thunder,110,0,2022
,Utah Jazz,109,Phoenix Suns,115,1,2022
,Denver Nuggets,110,Detroit Pistons,105,0,2022
,New Orleans Pelicans,107,Philadelphia 76ers,117,1,2022
,Charlotte Hornets,113,Toronto Raptors,125,1,2022
,Los Angeles Clippers,116,Washington Wizards,115,0,2022
,Sacramento Kings,75,Boston Celtics,128,1,2022
,Los Angeles Lakers,106,Brooklyn Nets,96,0,2022
,San Antonio Spurs,134,Houston Rockets,104,0,2022
,Dallas Mavericks,92,Golden State Warriors,130,1,2022
,Minnesota Timberwolves,109,Portland Trail Blazers,107,0,2022
,Milwaukee Bucks,99,Cleveland Cavaliers,115,1,2022
,Charlotte Hornets,158,Indiana Pacers,126,0,2022
,Los Angeles Clippers,111,Orlando Magic,102,0,2022
,Sacramento Kings,104,Atlanta Hawks,121,1,2022
,New York Knicks,96,Miami Heat,110,1,2022
,Denver Nuggets,124,Brooklyn Nets,118,0,2022
,Toronto Raptors,105,Chicago Bulls,111,1,2022
,Memphis Grizzlies,118,San Antonio Spurs,110,0,2022
,Dallas Mavericks,132,Portland Trail Blazers,112,0,2022
,Phoenix Suns,105,Utah Jazz,97,0,2022
,Los Angeles Lakers,87,Philadelphia 76ers,105,1,2022
,Minnesota Timberwolves,115,Golden State Warriors,124,1,2022
,Detroit Pistons,103,Orlando Magic,119,1,2022
,Boston Celtics,92,Atlanta Hawks,108,1,2022
,Los Angeles Lakers,114,Charlotte Hornets,117,1,2022
,Portland Trail Blazers,125,Houston Rockets,110,0,2022
,Utah Jazz,109,Memphis Grizzlies,119,1,2022
,Los Angeles Clippers,114,Miami Heat,121,1,2022
,Denver Nuggets,116,New Orleans Pelicans,105,0,2022
,Indiana Pacers,113,Oklahoma City Thunder,110,0,2022
,Chicago Bulls,122,San Antonio Spurs,131,1,2022
,Minnesota Timberwolves,124,Phoenix Suns,134,1,2022
,New York Knicks,108,Milwaukee Bucks,123,1,2022
,Indiana Pacers,105,Dallas Mavericks,132,1,2022
,Boston Celtics,107,New Orleans Pelicans,97,0,2022
,Sacramento Kings,101,Philadelphia 76ers,103,1,2022
,Washington Wizards,95,Memphis Grizzlies,115,1,2022
,Toronto Raptors,124,Miami Heat,120,0,2022
,Brooklyn Nets,106,Golden State Warriors,110,1,2022
,Los Angeles Lakers,121,Atlanta Hawks,129,1,2022
,Los Angeles Clippers,115,Charlotte Hornets,90,0,2022
,Portland Trail Blazers,116,Chicago Bulls,130,1,2022
,Cleveland Cavaliers,105,Detroit Pistons,115,1,2022
,Denver Nuggets,136,Milwaukee Bucks,100,0,2022
,Dallas Mavericks,108,Orlando Magic,110,1,2022
,Utah Jazz,106,Minnesota Timberwolves,126,1,2022
,San Antonio Spurs,110,Phoenix Suns,115,1,2022
,New Orleans Pelicans,90,Cleveland Cavaliers,93,1,2022
,Los Angeles Clippers,116,Indiana Pacers,122,1,2022
,Memphis Grizzlies,119,Philadelphia 76ers,122,1,2022
,Toronto Raptors,106,Atlanta Hawks,100,0,2022
,Miami Heat,92,Boston Celtics,122,1,2022
,Sacramento Kings,96,New York Knicks,116,1,2022
,Golden State Warriors,122,Houston Rockets,108,0,2022
,Portland Trail Blazers,81,Oklahoma City Thunder,98,1,2022
,New Orleans Pelicans,111,Detroit Pistons,101,0,2022
,Washington Wizards,98,Milwaukee Bucks,112,1,2022
,Miami Heat,106,Toronto Raptors,110,1,2022
,Orlando Magic,115,Chicago Bulls,126,1,2022
,Denver Nuggets,115,Minnesota Timberwolves,130,1,2022
,Golden State Warriors,124,San Antonio Spurs,120,0,2022
,Brooklyn Nets,111,Phoenix Suns,121,1,2022
,Orlando Magic,119,Indiana Pacers,118,0,2022
,Washington Wizards,106,Philadelphia 76ers,103,0,2022
,Charlotte Hornets,107,Boston Celtics,113,1,2022
,Memphis Grizzlies,120,New York Knicks,108,0,2022
,Cleveland Cavaliers,104,Houston Rockets,115,1,2022
,Oklahoma City Thunder,120,Dallas Mavericks,114,0,2022
,Brooklyn Nets,101,Sacramento Kings,112,1,2022
,Denver Nuggets,104,Utah Jazz,108,1,2022
,Portland Trail Blazers,94,Los Angeles Lakers,99,1,2022
,Minnesota Timberwolves,128,Detroit Pistons,117,0,2022
,Miami Heat,112,San Antonio Spurs,95,0,2022
,Phoenix Suns,115,Atlanta Hawks,124,1,2022
,Chicago Bulls,120,Toronto Raptors,127,1,2022
,Sacramento Kings,114,Golden State Warriors,126,1,2022
,Los Angeles Lakers,110,Los Angeles Clippers,111,1,2022
,Cleveland Cavaliers,102,Charlotte Hornets,101,0,2022
,Boston Celtics,102,Detroit Pistons,93,0,2022
,Chicago Bulls,122,Indiana Pacers,115,0,2022
,Atlanta Hawks,114,Toronto Raptors,125,1,2022
,Houston Rockets,106,San Antonio Spurs,131,1,2022
,New Orleans Pelicans,113,Denver Nuggets,105,0,2022
,Brooklyn Nets,102,Utah Jazz,125,1,2022
,Philadelphia 76ers,98,Dallas Mavericks,107,1,2022
,Oklahoma City Thunder,96,Portland Trail Blazers,93,0,2022
,Memphis Grizzlies,135,Orlando Magic,115,0,2022
,Miami Heat,104,Charlotte Hornets,86,0,2022
,Phoenix Suns,95,Washington Wizards,80,0,2022
,New York Knicks,115,Los Angeles Lakers,122,1,2022
,Milwaukee Bucks,137,Portland Trail Blazers,108,0,2022
,Oklahoma City Thunder,103,Sacramento Kings,113,1,2022
,Philadelphia 76ers,119,Chicago Bulls,108,0,2022
,Brooklyn Nets,104,Denver Nuggets,124,1,2022
,Detroit Pistons,105,Minnesota Timberwolves,118,1,2022
,Indiana Pacers,85,Cleveland Cavaliers,98,1,2022
,Atlanta Hawks,94,Dallas Mavericks,103,1,2022
,Boston Celtics,116,Orlando Magic,83,0,2022
,New Orleans Pelicans,120,Houston Rockets,107,0,2022
,Milwaukee Bucks,137,Los Angeles Clippers,113,0,2022
,Toronto Raptors,116,Charlotte Hornets,101,0,2022
,Miami Heat,121,Washington Wizards,100,0,2022
,Phoenix Suns,127,Chicago Bulls,124,0,2022
,Golden State Warriors,110,Oklahoma City Thunder,98,0,2022
,New York Knicks,104,Utah Jazz,113,1,2022
,Phoenix Suns,114,Philadelphia 76ers,109,0,2022
,Indiana Pacers,112,Atlanta Hawks,133,1,2022
,Boston Celtics,126,Brooklyn Nets,91,0,2022
,Los Angeles Clippers,109,Memphis Grizzlies,135,1,2022
,Houston Rockets,97,New Orleans Pelicans,110,1,2022
,Detroit Pistons,86,Dallas Mavericks,116,1,2022
,New York Knicks,115,Denver Nuggets,132,1,2022
,Milwaukee Bucks,131,Los Angeles Lakers,116,0,2022
,Orlando Magic,113,Portland Trail Blazers,95,0,2022
,Minnesota Timberwolves,134,Sacramento Kings,114,0,2022
,San Antonio Spurs,92,Cleveland Cavaliers,105,1,2022
,Chicago Bulls,121,Charlotte Hornets,109,0,2022
,Toronto Raptors,117,Oklahoma City Thunder,98,0,2022
,Los Angeles Lakers,105,Portland Trail Blazers,107,1,2022
,Minnesota Timberwolves,119,Sacramento Kings,132,1,2022
,Golden State Warriors,85,Utah Jazz,111,1,2022
,Memphis Grizzlies,132,Detroit Pistons,107,0,2022
,Miami Heat,112,New Orleans Pelicans,97,0,2022
,Brooklyn Nets,112,Washington Wizards,113,1,2022
,Toronto Raptors,139,Houston Rockets,120,0,2022
,Los Angeles Clippers,105,Dallas Mavericks,112,1,2022
,New York Knicks,116,Golden State Warriors,114,0,2022
,Milwaukee Bucks,107,Phoenix Suns,131,1,2022
,Charlotte Hornets,141,Detroit Pistons,119,0,2022
,Cleveland Cavaliers,120,Indiana Pacers,113,0,2022
,Oklahoma City Thunder,87,Philadelphia 76ers,100,1,2022
,San Antonio Spurs,136,Atlanta Hawks,121,0,2022
,Denver Nuggets,102,Boston Celtics,108,1,2022
,Minnesota Timberwolves,122,Chicago Bulls,134,1,2022
,Orlando Magic,99,Utah Jazz,114,1,2022
,New York Knicks,103,Portland Trail Blazers,112,1,2022
,Memphis Grizzlies,125,Charlotte Hornets,118,0,2022
,San Antonio Spurs,124,New Orleans Pelicans,114,0,2022
,Sacramento Kings,123,Washington Wizards,110,0,2022
,Cleveland Cavaliers,93,Philadelphia 76ers,103,1,2022
,Denver Nuggets,110,Toronto Raptors,109,0,2022
,Oklahoma City Thunder,101,Chicago Bulls,106,1,2022
,Brooklyn Nets,111,Miami Heat,115,1,2022
,Los Angeles Clippers,99,Dallas Mavericks,97,0,2022
,Los Angeles Lakers,115,Golden State Warriors,117,1,2022
,Orlando Magic,105,Phoenix Suns,132,1,2022
,Atlanta Hawks,95,Boston Celtics,105,1,2022
,Minnesota Timberwolves,129,Indiana Pacers,120,0,2022
,Detroit Pistons,94,Washington Wizards,103,1,2022
,Sacramento Kings,85,Brooklyn Nets,109,1,2022
,Oklahoma City Thunder,127,New York Knicks,123,0,2022
,San Antonio Spurs,109,Chicago Bulls,120,1,2022
,Portland Trail Blazers,122,Milwaukee Bucks,107,0,2022
,Toronto Raptors,90,New Orleans Pelicans,120,1,2022
,Orlando Magic,111,Denver Nuggets,121,1,2022
,Houston Rockets,101,Utah Jazz,135,1,2022
,Golden State Warriors,104,Los Angeles Clippers,119,1,2022
,Cleveland Cavaliers,116,Atlanta Hawks,124,1,2022
,Dallas Mavericks,107,Miami Heat,99,0,2022
,Boston Celtics,135,Philadelphia 76ers,87,0,2022
,Indiana Pacers,119,Milwaukee Bucks,128,1,2022
,Charlotte Hornets,120,Minnesota Timberwolves,126,1,2022
,Memphis Grizzlies,121,New Orleans Pelicans,109,0,2022
,Los Angeles Clippers,96,Phoenix Suns,103,1,2022
,Atlanta Hawks,130,Orlando Magic,109,0,2022
,Detroit Pistons,112,Boston Celtics,111,0,2022
,Washington Wizards,108,Indiana Pacers,113,1,2022
,Brooklyn Nets,111,New York Knicks,106,0,2022
,Sacramento Kings,118,Chicago Bulls,125,1,2022
,Portland Trail Blazers,123,Memphis Grizzlies,119,0,2022
,Toronto Raptors,103,Minnesota Timberwolves,91,0,2022
,San Antonio Spurs,114,Oklahoma City Thunder,106,0,2022
,Houston Rockets,121,Phoenix Suns,124,1,2022
,Denver Nuggets,117,Golden State Warriors,116,0,2022
,Utah Jazz,101,Los Angeles Lakers,106,1,2022
,Miami Heat,111,Charlotte Hornets,107,0,2022
,Washington Wizards,117,Brooklyn Nets,103,0,2022
,Dallas Mavericks,125,New Orleans Pelicans,118,0,2022
,Philadelphia 76ers,123,Milwaukee Bucks,120,0,2022
,Houston Rockets,111,Los Angeles Clippers,142,1,2022
,Cleveland Cavaliers,103,Detroit Pistons,106,1,2022
,Boston Celtics,129,Brooklyn Nets,106,0,2022
,Atlanta Hawks,108,Chicago Bulls,112,1,2022
,Memphis Grizzlies,114,Minnesota Timberwolves,119,1,2022
,Phoenix Suns,124,Oklahoma City Thunder,104,0,2022
,Golden State Warriors,132,Portland Trail Blazers,95,0,2022
,Denver Nuggets,128,Sacramento Kings,110,0,2022
,Toronto Raptors,93,Charlotte Hornets,125,1,2022
,Oklahoma City Thunder,129,Indiana Pacers,125,0,2022
,Houston Rockets,111,Orlando Magic,119,1,2022
,San Antonio Spurs,157,Washington Wizards,153,0,2022
,Miami Heat,115,New York Knicks,100,0,2022
,Philadelphia 76ers,133,Minnesota Timberwolves,102,0,2022
,New Orleans Pelicans,117,Phoenix Suns,102,0,2022
,Dallas Mavericks,109,Utah Jazz,114,1,2022
,Los Angeles Clippers,105,Los Angeles Lakers,102,0,2022
,Boston Celtics,113,Detroit Pistons,104,0,2022
,Toronto Raptors,100,Atlanta Hawks,127,1,2022
,Memphis Grizzlies,116,Chicago Bulls,110,0,2022
,Washington Wizards,86,Cleveland Cavaliers,92,1,2022
,San Antonio Spurs,129,Miami Heat,133,1,2022
,Brooklyn Nets,126,Milwaukee Bucks,123,0,2022
